------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  716M   12M|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 269%  999M  450M|4114  3.37     0   462M| 351  1.04 |   0     0 |  57M   79M
 239% 1186M  599M|2139  55.0     0   258M| 406  13.3 |   0     0 | 256K  109M
 167% 1186M  592M| 906   135     0   104M| 399  2.87 |   0     0 | 384K  110M
 176% 1197M  599M|1027   132     0   119M| 409  2.97 |   0     0 |1024K  112M
 176% 1216M  593M| 907   128     0   104M| 429  2.94 |   0     0 | 128K  111M
 170% 1237M  599M|1002   142     0   118M| 433  2.71 |   0     0 |1024K  112M
 166% 1260M  598M| 925   129     0   108M| 591  2.40 |   0     0 | 512K  111M
 179% 1281M  598M| 955   128     0   112M| 540  2.67 |   0     0 |   0   111M
 175% 1300M  593M| 905   135     0   106M| 449  2.88 |   0     0 | 128K  110M
 171% 1321M  599M| 996   145     0   117M| 440  2.90 |   0     0 |   0   111M
 173% 1342M  594M| 906   134     0   106M| 447  2.94 |   0     0 |   0   111M
 174% 1364M  599M| 990   127     0   117M| 453  2.63 |   0     0 | 128K  112M
 147% 1384M  598M| 943   134     0   110M| 454  2.29 |   0     0 |   0   111M
 155% 1404M  600M| 964   139     0   113M| 450  2.50 |   0     0 | 384K  112M
 183% 1425M  597M| 937   130     0   110M| 446  2.97 |   0     0 |   0   111M
 184% 1442M  599M| 958   140     0   112M| 456  2.94 |   0     0 |   0   112M
 170% 1453M  595M| 921   138     0   108M| 446  2.72 |   0     0 | 128K  111M
 150% 1464M  600M| 971   129     0   114M| 447  2.40 |   0     0 |   0   111M
 146% 1474M  598M| 957   137     0   112M| 459  2.29 |   0     0 | 128K  111M
 174% 1485M  599M| 942   134     0   111M| 445  2.73 |   0     0 |   0   111M
 180% 1499M  593M| 913   134     0   106M| 454  2.92 |   0     0 | 128K  112M
 188% 1521M  599M| 997   133     0   117M| 445  3.01 |   0     0 |   0   111M
 161% 1542M  592M| 895   140     0   104M| 450  2.58 |   0     0 | 384K  111M
 263% 1571M  599M| 996   136     0   116M| 447  2.58 |   0     0 | 512K  111M
 159% 1574M  596M| 929   131     0   109M| 450  2.52 |   0     0 |   0   111M
 178% 1578M  599M| 970   140     0   114M| 451  2.90 |   0     0 |   0   111M
 180% 1580M  596M| 913   129     0   107M| 452  2.94 |   0     0 | 256K  111M
 180% 1580M  601M|1001   134     0   118M| 451  2.84 |   0     0 |   0   112M
 170% 1581M  598M| 916   140     0   107M| 444  2.72 |   0     0 | 256K  111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 147% 1582M  597M| 944   127     0   110M| 454  2.32 |   0     0 |   0   111M
 165% 1582M  599M| 958   140     0   112M| 449  2.64 |   0     0 | 512K  111M
 189% 1584M  597M| 937   130     0   109M| 452  2.91 |   0     0 |   0   111M
 180% 1585M  599M| 961   135     0   113M| 449  2.91 |   0     0 | 256K  112M
 169% 1586M  595M| 917   137     0   107M| 439  2.81 |   0     0 |   0   110M
 157% 1586M  600M| 989   138     0   116M| 461  2.43 |   0     0 |   0   111M
 145% 1586M  593M| 874   139     0   102M| 440  2.35 |   0     0 |2176K  111M
 167% 1586M  599M|1015   119     0   119M| 447  2.74 |   0     0 |   0   112M
 178% 1586M  595M| 909   149     0   106M| 461  2.92 |   0     0 | 256K  112M
 177% 1587M  600M|1006   137     0   118M| 445  2.81 |   0     0 |   0   111M
 170% 1588M  594M| 888   129     0   103M| 447  2.72 |   0     0 | 640K  111M
 151% 1588M  597M| 990   141     0   116M| 445  2.35 |   0     0 |   0   110M
 153% 1589M  597M| 917   128     0   107M| 444  2.52 |   0     0 |   0   111M
 178% 1589M  598M| 946   129     0   110M| 446  2.97 |   0     0 |3072K  112M
 176% 1590M  598M| 933   138     0   110M| 459  2.94 |   0     0 |   0   111M
 175% 1590M  591M| 914   150     0   107M| 439  3.01 |   0     0 |   0   111M
 169% 1591M  600M|1001   133     0   118M| 466  2.60 |   0     0 | 256K  111M
 145% 1592M  593M| 913   128     0   106M| 446  2.38 |   0     0 |   0   112M
 170% 1606M  600M| 995   133     0   117M| 446  2.70 |   0     0 | 640K  112M
 168% 1624M  595M| 898   142     0   105M| 439  2.93 |   0     0 |   0   110M
 172% 1641M  593M| 928   137     0   109M| 447  2.81 |   0     0 |   0   111M
 178% 1662M  598M| 985   136     0   115M| 456  2.86 |   0     0 |   0   110M
 252% 1681M  598M| 952   116     0   111M| 438  2.77 |   0     0 |   0   112M
 150% 1684M  596M| 932   152     0   109M| 451  2.39 |   0     0 |   0   111M
 199% 1689M  598M| 962   124     0   113M| 441  2.88 |   0     0 |   0   111M
 206% 1691M  599M| 955   132     0   112M| 446  3.07 |   0     0 |   0   111M
 200% 1691M  591M| 884   148     0   103M| 458  2.98 |   0     0 |   0   111M
 190% 1691M  599M|1008   128     0   118M| 455  2.72 |   0     0 |   0   111M
 165% 1691M  593M| 914   131     0   107M| 442  2.43 |   0     0 |   0   111M
 169% 1691M  598M| 991   143     0   116M| 457  2.60 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 178% 1691M  594M| 916   136     0   107M| 443  2.97 |   0     0 |   0   111M
 179% 1691M  597M| 945   140     0   111M| 444  2.89 |   0     0 |   0   111M
 147% 1691M  493M| 122  73.1     0  8320K| 466  2.91 |   0     0 |   0   111M
 134% 1691M  394M|  57  0.34     0     0 | 442  2.64 |   0     0 |9472K  110M
 120% 1691M  283M|  57  0.31     0     0 | 449  2.45 |   0     0 |   0   111M
 131% 1691M  177M|  57  0.34     0     0 | 461  2.69 |   0     0 |4864K  111M
 135% 1691M   70M| 100  1088     0     0 | 444  2.98 |   0     0 |4352K  111M
 111% 1691M   12M| 269  2094     0     0 | 179  2.84 |   0     0 |  38M   96M
 130% 1692M   13M|  57  0.46     0     0 |   5  0.92 |   0     0 |  81M   81M
88.9% 1692M   12M| 130  0.63     0     0 |  78  0.85 |   0     0 |  78M   79M
 137% 1693M   55M| 902  9.24  7168K   42M| 666  0.99 |   0     0 |  67M   84M
 213% 1695M  130M| 917   135    47M   45M| 482  1.68 |   0     0 |  93M   53M
 251% 1695M  143M| 964   131    49M   48M| 544  1.89 |   0     0 | 105M   63M
 226% 1695M  140M| 853   140    46M   37M| 477  1.71 |   0     0 | 103M   47M
 211% 1696M  147M| 939   135    49M   43M| 485  1.54 |   0     0 | 103M   44M
 183% 1696M  142M| 820   163    46M   35M| 443  1.45 |   0     0 | 103M   46M
 197% 1696M  141M| 926   139    48M   44M| 510  1.52 |   0     0 | 101M   52M
 228% 1696M  147M| 975   126    50M   48M| 485  1.72 |   0     0 | 104M   49M
 263% 1696M  144M| 906   149    46M   43M| 504  1.87 |   0     0 | 102M   56M
 217% 1696M  145M| 984   123    44M   53M| 504  1.71 |   0     0 |  98M   55M
 207% 1696M  144M|1006   129    44M   58M| 565  1.78 |   0     0 |  96M   69M
 177% 1696M  149M| 934   134    47M   46M| 485  1.35 |   0     0 |  99M   52M
 193% 1696M  138M| 914   128    44M   47M| 514  1.64 |   0     0 |  99M   59M
 227% 1696M  148M| 945   145    48M   48M| 472  1.95 |   0     0 | 100M   53M
 213% 1696M  137M| 879   135    43M   44M| 488  1.90 |   0     0 |  97M   56M
 208% 1696M  148M| 858   135    44M   42M| 414  1.78 |   0     0 | 100M   46M
 186% 1696M  143M| 921   142    45M   46M| 495  1.57 |   0     0 |  98M   57M
 183% 1696M  145M| 844   151    42M   42M| 446  1.63 |   0     0 | 101M   53M
 219% 1696M  143M| 917   154    48M   42M| 524  1.77 |   0     0 | 102M   55M
 216% 1696M  144M| 922   131    47M   45M| 468  1.68 |   0     0 | 103M   49M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 220% 1696M  141M| 907   138    48M   44M| 477  1.80 |   0     0 | 102M   50M
 214% 1696M  144M| 857   154    47M   38M| 460  1.63 |   0     0 | 104M   47M
 179% 1696M  143M| 916   143    48M   43M| 481  1.32 |   0     0 | 100M   48M
 187% 1696M  143M| 886   145    45M   44M| 458  1.48 |   0     0 | 102M   52M
 230% 1696M  141M|1017   137    46M   56M| 563  2.03 |   0     0 |  94M   66M
 214% 1696M  139M| 880   129    44M   43M| 453  1.73 |   0     0 | 101M   51M
 222% 1696M  142M| 907   130    47M   43M| 469  1.73 |   0     0 | 104M   46M
 199% 1696M  146M| 884   155    48M   41M| 469  1.59 |   0     0 | 101M   49M
 171% 1696M  141M| 900   143    45M   45M| 488  1.43 |   0     0 |  99M   54M
 192% 1696M  146M| 920   143    42M   51M| 475  1.70 |   0     0 |  98M   59M
 234% 1696M  148M| 980   133    48M   50M| 523  1.92 |   0     0 | 100M   62M
 226% 1696M  145M| 952   130    46M   49M| 505  1.78 |   0     0 | 102M   57M
 231% 1696M  153M|1002   129    48M   53M| 515  1.89 |   0     0 | 101M   57M
 177% 1696M  142M| 772   161    42M   34M| 429  1.51 |   0     0 | 100M   48M
 172% 1696M  138M| 826   155    43M   39M| 434  1.41 |   0     0 |  99M   52M
 217% 1696M  141M| 953   136    49M   46M| 502  1.78 |   0     0 |  98M   52M
 220% 1696M  142M| 916   142    45M   47M| 478  1.90 |   0     0 | 101M   54M
 224% 1696M  144M|1013   118    44M   58M| 531  1.95 |   0     0 |  95M   60M
 235% 1696M  139M| 936   142    47M   47M| 515  1.94 |   0     0 | 103M   60M
 179% 1696M  138M| 865   142    44M   43M| 447  1.44 |   0     0 | 100M   50M
 194% 1696M  143M| 931   141    50M   43M| 481  1.42 |   0     0 | 102M   48M
 225% 1696M  140M| 938   136    45M   51M| 506  1.97 |   0     0 |  98M   62M
 220% 1696M  144M| 894   141    44M   44M| 453  1.83 |   0     0 |  99M   50M
 236% 1696M  145M| 948   141    48M   47M| 507  1.87 |   0     0 | 101M   54M
 231% 1697M  144M| 908   151    46M   44M| 489  1.60 |   0     0 | 102M   50M
 184% 1697M  138M| 815   154    45M   35M| 461  1.37 |   0     0 | 100M   46M
 203% 1698M  146M| 980   127    49M   49M| 492  1.50 |   0     0 | 103M   50M
 236% 1701M  138M| 908   145    45M   46M| 504  1.97 |   0     0 |  99M   58M
 246% 1709M  143M| 997   126    46M   55M| 507  1.89 |   0     0 |  99M   58M
 221% 1717M  148M| 879   147    48M   39M| 460  1.66 |   0     0 | 104M   47M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 259% 1730M  137M| 915   132    45M   46M| 503  1.58 |   0     0 | 101M   59M
 172% 1734M  141M| 809   156    45M   36M| 408  1.43 |   0     0 | 103M   47M
 201% 1739M  146M|1016   124    47M   55M| 518  1.70 |   0     0 |  97M   58M
 221% 1741M  141M| 906   131    43M   49M| 493  2.00 |   0     0 |  97M   57M
 221% 1744M  141M| 901   159    45M   46M| 470  1.92 |   0     0 |  98M   54M
 238% 1746M  142M| 957   127    45M   50M| 496  1.85 |   0     0 | 100M   54M
 179% 1747M  140M| 861   150    44M   42M| 491  1.48 |   0     0 |  97M   57M
 197% 1748M  142M|1037   128    48M   57M| 564  1.55 |   0     0 |  97M   61M
 221% 1748M  154M| 902   135    44M   46M| 430  1.83 |   0     0 |  99M   45M
 267% 1739M  145M| 978   134    48M   49M| 535  1.75 |   0     0 | 101M   58M
 318%  750M   92M| 818   171    44M   28M| 362  2.08 |   0     0 | 107M   46M
 157%  750M   12M| 316   159    13M    0 |  33  2.16 |   0     0 |  89M   61M
 132%  750M   11M|  57  0.29     0     0 |   5  0.60 |   0     0 |  74M   74M
 119%  750M   11M|  56  0.31     0     0 |   4  0.78 |   0     0 |  75M   74M
 146%  750M   11M|  57  0.33     0     0 |   5  0.92 |   0     0 |  71M   71M
91.4%  750M   10M|  57  0.35     0     0 |   6  1.15 |   0     0 |  73M   73M
 161%  750M 9216K|  57  0.32     0     0 |   5  0.70 |   0     0 |  63M   63M
81.9%  750M 8192K|  57  0.29     0     0 |   5  0.81 |   0     0 | 640K 1280K
 3.4%  750M 8192K|  42  0.29     0     0 |   3  0.91 |   0     0 |   0     0 
 5.2%  750M 8192K|  43  0.33     0     0 |   4  0.96 |   0     0 |   0     0 
 4.7%  750M 8192K|  43  0.33     0     0 |   4  0.92 |   0     0 |   0     0 
 3.7%  750M 8192K|  43  0.32     0     0 |   4  0.94 |   0     0 |   0     0 
 3.1%  750M 8192K|  42  0.30     0     0 |   3  0.88 |   0     0 |   0     0 
 3.1%  750M 8192K|  43  0.27     0     0 |   4  0.79 |   0     0 |   0     0 
 2.9%  750M 8192K|  43  0.31     0     0 |   4  0.91 |   0     0 |   0     0 
 3.5%  750M 8192K|  43  0.31     0     0 |   5  1.08 |   0     0 |   0     0 
