------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  770M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
54.9%  770M   57M| 635  9.73    10M    0 | 629  0.98 |   0     0 |  12M    0 
 170%  770M  139M| 483   222    51M    0 | 214  0.83 |   0     0 | 110M 8448K
 158%  770M  151M| 588   210    52M    0 | 293  0.71 |   0     0 | 111M   10M
 182%  770M  156M| 541   226    49M    0 | 231  0.84 |   0     0 | 111M 7680K
 178%  770M  152M| 555   234    53M    0 | 213  0.88 |   0     0 | 112M 8448K
 171%  770M  151M| 554   230    51M    0 | 219  0.83 |   0     0 | 112M 8448K
 153%  770M  153M| 506   227    49M    0 | 156  0.75 |   0     0 | 110M 7168K
 148%  770M  153M| 557   241    52M    0 | 185  0.71 |   0     0 | 110M 9216K
 147%  770M  154M| 529   240    51M    0 | 151  0.78 |   0     0 | 111M 8704K
 169%  770M  153M| 514   223    50M    0 | 135  0.88 |   0     0 | 111M 8192K
 173%  770M  152M| 523   253    50M    0 | 137  0.87 |   0     0 | 112M 8960K
 171%  770M  155M| 571   238    56M    0 | 139  0.82 |   0     0 | 111M 7936K
 145%  770M  151M| 486   218    47M    0 | 108  0.73 |   0     0 | 110M 6656K
 130%  770M  157M| 521   266    50M    0 | 111  0.69 |   0     0 | 109M 7424K
 165%  770M  153M| 578   225    56M    0 | 135  0.78 |   0     0 | 112M 4608K
 164%  770M  153M| 507   267    49M    0 |  92  0.87 |   0     0 | 112M 9472K
 208%  711M  151M| 531   230    50M    0 | 113  0.85 |   0     0 | 111M   10M
 158%  711M  148M| 507   250    50M    0 |  97  0.81 |   0     0 | 111M 7424K
 143%  711M  154M| 546   229    53M    0 | 107  0.74 |   0     0 | 110M 7168K
 143%  711M  152M| 489   237    48M    0 |  69  0.80 |   0     0 | 110M   10M
 170%  711M  151M| 524   261    51M    0 |  92  0.87 |   0     0 | 111M   10M
 166%  711M  151M| 554   225    55M    0 |  81  0.84 |   0     0 | 112M 7424K
 154%  711M  147M| 496   255    49M    0 |  75  0.78 |   0     0 | 111M 7936K
